r/R,r (m),dT/dr (N/m),dQ/dr (Nm/m),a,a_prime,phi (deg)
0.486060606060606,0.243030303030303,168.47143563082122,27.685577575990223,0.08669296860349945,0.023959071781495193,20.02980711221421
0.49575757575757573,0.24787878787878787,175.33097564535578,29.008573385320478,0.08810127549240265,0.023614807561605985,19.685470823907515
0.5054545454545455,0.25272727272727274,182.33196607745484,30.371910011260514,0.08949759618222503,0.023284401506204207,19.35298889645762
0.5151515151515151,0.25757575757575757,189.47453462866693,31.77614161413065,0.09088182428080098,0.022966899581420716,19.031765025590193
0.5248484848484849,0.26242424242424245,196.75881005227623,33.22182110897496,0.09225381254578982,0.02266141607978176,18.721240057865625
0.5345454545454545,0.2672727272727273,204.1849235394774,34.709500094071764,0.09361336878605486,0.022367125487634525,18.42088910880348
0.5442424242424243,0.27212121212121215,211.7531217985852,36.239739399435635,0.09496025421743864,0.022083005921883374,18.130212887748716
0.553939393939394,0.276969696969697,219.46332403676584,37.81306673204211,0.09629416571796598,0.021808834042518575,17.848759569340167
0.5636363636363637,0.28181818181818186,227.31578745524448,39.43003945182697,0.09761474999577974,0.021543670065530866,17.57608585155959
0.5733333333333334,0.2866666666666667,235.3106684225244,41.091202776647314,0.09892158291896867,0.021286862877119374,17.31177954768733
0.583030303030303,0.2915151515151515,243.4481340434874,42.79709993023415,0.10021416593233583,0.021037791129846536,17.055451477012454
0.5927272727272728,0.2963636363636364,251.72836425515135,44.548271923198556,0.1014919178246192,0.020795858508939433,16.80673370524833
0.6024242424242424,0.3012121212121212,260.1515541302369,46.34525729725311,0.10275416548966289,0.020560489272837584,16.56527791190206
0.6121212121212122,0.3060606060606061,268.71791642024414,48.1885918274835,0.10400013355884605,0.020331124008718567,16.33075387132335
0.6218181818181818,0.3109090909090909,277.42768437302396,50.078808176638404,0.10522893276547707,0.020107215549041726,16.10284803522582
0.6315151515151516,0.3157575757575758,286.28111486366504,52.01643549438706,0.10643954688232457,0.01988822499922717,15.881262205390334
0.6412121212121212,0.3206060606060606,295.27849188199247,54.00199895328238,0.10763081805030784,0.019673617829553944,15.66571228603313
0.650909090909091,0.3254545454545455,304.4201304252323,56.03601921172795,0.10880143028873766,0.019462859986289417,15.455927105955373
0.6606060606060606,0.3303030303030303,313.7063808505538,58.11901179251205,0.10994989094426058,0.01925541397797964,15.251647301085436
0.6703030303030303,0.33515151515151514,323.13763374951174,60.251486363378575,0.11107450979536201,0.019050734892715016,15.052624248375913
0.68,0.34,332.7143254150954,62.433945903550715,0.11217337548001571,0.018848266300962105,14.858619042216315
0.6896969696969697,0.34484848484848485,342.4369439825354,64.66688573698994,0.11324432885333896,0.01864743599607999,14.669401504551574
0.6993939393939395,0.34969696969696973,352.3060363376989,66.95079240930059,0.11428493280660743,0.01844765152069759,14.484749219733446
0.7090909090909091,0.35454545454545455,362.3224056838776,69.28616317069381,0.11529241576270255,0.018248046674315132,14.304441228938272
0.7187878787878789,0.35939393939393943,372.4863629283535,71.67342168924097,0.11626372149852073,0.018048475925252577,14.128278656096082
0.7284848484848485,0.36424242424242426,382.798870029638,74.11303979429941,0.11719533109786298,0.017848002923017515,13.956051178282362
0.7381818181818183,0.36909090909090914,393.2607975680204,76.6054534410397,0.11808330052870145,0.01764590299386674,13.787557928336023
0.7478787878787879,0.37393939393939396,403.8731255451869,79.15108061800424,0.11892317913048332,0.017441403271968754,13.622600987478137
0.7575757575757576,0.3787878787878788,414.6369580771052,81.75031841847611,0.11970994077090999,0.017233675330791186,13.46098433394901
0.7672727272727273,0.38363636363636366,425.55354026503903,84.40353955353132,0.1204379033794447,0.017021826889761452,13.302512720274986
0.776969696969697,0.3884848484848485,436.62427767365654,87.11108817590335,0.12110063420718033,0.01680489237609243,13.146990452719331
0.7866666666666667,0.39333333333333337,447.85075896405135,89.87327484532942,0.12169083737015168,0.01658182205682763,12.994220039302723
0.7963636363636364,0.3981818181818182,459.23478239074313,92.690370413871,0.12220021915401832,0.016351469367454283,12.844000662912633
0.8060606060606061,0.40303030303030307,470.7783870929999,95.5625985380349,0.12261932507161419,0.016112575940995594,12.69612642233421
0.8157575757575758,0.4078787878787879,482.48389041829563,98.49012642475745,0.1229373405915856,0.015863753670748208,12.550384264853532
0.8254545454545454,0.4127272727272727,494.35393294863775,101.47305327740293,0.1231418445242788,0.01560346289885457,12.406551506870828
0.8351515151515152,0.4175757575757576,506.39153351900325,104.51139570568903,0.12321849984046547,0.015329985478088422,12.26439279979851
0.8448484848484848,0.4224242424242424,518.6004227083693,107.60509955214808,0.12315059525327374,0.015041147612949037,12.12365116590297
0.8545454545454546,0.4272727272727273,530.984065789847,110.75389353548167,0.12291879600999336,0.014735257268197582,11.98406400741504
0.8642424242424243,0.43212121212121213,543.5473694209844,113.95744082317118,0.1225000933150977,0.014409566392942835,11.845325351663439
0.873939393939394,0.436969696969697,556.2957600301007,117.21517391151153,0.12186716661916407,0.014061191123307617,11.707098618942213
0.8836363636363637,0.44181818181818183,569.2356427340465,120.52626674702499,0.12098710276435547,0.013686760365025726,11.568999926617083
0.8933333333333333,0.44666666666666666,582.3746645956188,123.88955287804231,0.11981969346202351,0.01328227567633866,11.430582211730044
0.9030303030303031,0.45151515151515154,595.7220850880572,127.30340782646184,0.11831499070820875,0.012842911666065698,11.29131244476809
0.9127272727272727,0.45636363636363636,609.289314212085,130.76557473005286,0.11640968601301199,0.012362722832562149,11.15053786876671
0.9224242424242425,0.46121212121212124,623.0910392417584,134.27292575069384,0.1140213635143359,0.011833957697153435,11.007427780956592
0.9321212121212121,0.46606060606060606,637.1452312216021,137.82091012330338,0.11104027857452911,0.011247319935314536,10.860915247735651
0.9418181818181819,0.47090909090909094,651.4769011920422,141.40298314728673,0.10731335543726689,0.010589514141125779,10.70952339399199
0.9515151515151515,0.47575757575757577,666.1218011473184,145.0092435028308,0.10261639620941122,0.009841232712105219,10.551106971855924
0.9612121212121213,0.48060606060606065,681.1323883248674,148.62364033975433,0.0965999418716188,0.008973995996397137,10.382364672531521
0.9709090909090909,0.48545454545454547,696.5956323075217,152.2179767439274,0.08866259462473582,0.007939770389531435,10.197629894266862
0.9806060606060606,0.4903030303030303,712.6777014920146,155.73485189226867,0.07760075094735808,0.006645308916987766,9.985574839380348
0.9903030303030304,0.4951515151515152,729.8010551327708,159.01910455838993,0.060198754901577244,0.004849486994223559,9.715878679772675
1.0,0.5,752.3406004381991,160.2896607372197,0.0,0.0,9.04306107903769
