Rotor 1 : vbmrotor_1
Iteration, Elapsed Time, Thrust [N], Torque [Nm], Power [W], Roll_Moment [Nm], Pitch_Moment [Nm], X_Force [N], Y_Force [N]
232, 0, 25.24965, -7.22723, 578.1784, 6.793731e-06, -2.552967e-05, 7.876464e-06, 7.541616e-05
233, 0, 25.24965, -7.22723, 578.1784, 7.252611e-06, -2.539957e-05, 9.102902e-06, 7.515512e-05
234, 0, 25.24966, -7.227231, 578.1785, 7.705108e-06, -2.527016e-05, 1.030209e-05, 7.490099e-05
235, 0, 25.24966, -7.227232, 578.1786, 8.149976e-06, -2.514195e-05, 1.14718e-05, 7.46545e-05
236, 0, 25.24966, -7.227233, 578.1786, 8.586055e-06, -2.501536e-05, 1.260976e-05, 7.441627e-05
237, 0, 25.24967, -7.227234, 578.1787, 9.008501e-06, -2.489414e-05, 1.369123e-05, 7.420588e-05
238, 0, 25.24967, -7.227234, 578.1788, 9.408821e-06, -2.478353e-05, 1.467126e-05, 7.40526e-05
239, 0, 25.24967, -7.227235, 578.1788, 9.794375e-06, -2.467334e-05, 1.560057e-05, 7.390132e-05
240, 0, 25.24967, -7.227236, 578.1789, 1.016705e-05, -2.456657e-05, 1.648712e-05, 7.376487e-05
241, 0, 25.24968, -7.227237, 578.1789, 1.052732e-05, -2.446181e-05, 1.733633e-05, 7.363342e-05
242, 0, 25.24968, -7.227237, 578.179, 1.087648e-05, -2.435919e-05, 1.815554e-05, 7.3507e-05
243, 0, 25.24968, -7.227238, 578.179, 1.121489e-05, -2.425871e-05, 1.894699e-05, 7.338437e-05
244, 0, 25.24968, -7.227239, 578.1791, 1.154313e-05, -2.416234e-05, 1.971307e-05, 7.327203e-05
245, 0, 25.24969, -7.227239, 578.1791, 1.186092e-05, -2.406836e-05, 2.045368e-05, 7.316322e-05
246, 0, 25.24969, -7.22724, 578.1792, 1.216884e-05, -2.397646e-05, 2.117113e-05, 7.305684e-05
247, 0, 25.24969, -7.227241, 578.1792, 1.246705e-05, -2.388661e-05, 2.186613e-05, 7.295243e-05
248, 0, 25.24969, -7.227241, 578.1793, 1.275575e-05, -2.37988e-05, 2.253934e-05, 7.284998e-05
249, 0, 25.2497, -7.227242, 578.1793, 1.303511e-05, -2.371309e-05, 2.319105e-05, 7.274964e-05
250, 0, 25.2497, -7.227242, 578.1794, 1.330529e-05, -2.36295e-05, 2.382161e-05, 7.265151e-05
251, 0, 25.2497, -7.227243, 578.1794, 1.356651e-05, -2.354804e-05, 2.443136e-05, 7.255566e-05
252, 0, 25.2497, -7.227243, 578.1795, 1.381898e-05, -2.346868e-05, 2.502076e-05, 7.246206e-05
253, 0, 25.24971, -7.227244, 578.1795, 1.40682e-05, -2.339747e-05, 2.562005e-05, 7.240699e-05
254, 0, 25.24971, -7.227244, 578.1796, 1.431498e-05, -2.333845e-05, 2.623512e-05, 7.24109e-05
255, 0, 25.24971, -7.227245, 578.1796, 1.455289e-05, -2.328475e-05, 2.682946e-05, 7.243141e-05
256, 0, 25.24971, -7.227246, 578.1796, 1.478409e-05, -2.323459e-05, 2.741146e-05, 7.246263e-05
257, 0, 25.24971, -7.227246, 578.1797, 1.501113e-05, -2.318588e-05, 2.798283e-05, 7.249656e-05
258, 0, 25.24972, -7.227247, 578.1797, 1.523389e-05, -2.313826e-05, 2.854353e-05, 7.253006e-05
259, 0, 25.24972, -7.227247, 578.1798, 1.545031e-05, -2.309229e-05, 2.908813e-05, 7.256387e-05
260, 0, 25.24972, -7.227247, 578.1798, 1.566006e-05, -2.30477e-05, 2.961601e-05, 7.259673e-05
261, 0, 25.24972, -7.227248, 578.1798, 1.586294e-05, -2.300462e-05, 3.012684e-05, 7.262921e-05
262, 0, 25.24972, -7.227248, 578.1799, 1.605888e-05, -2.296316e-05, 3.062072e-05, 7.266165e-05
263, 0, 25.24972, -7.227249, 578.1799, 1.624791e-05, -2.292341e-05, 3.109774e-05, 7.269435e-05
264, 0, 25.24973, -7.227249, 578.1799, 1.643013e-05, -2.28855e-05, 3.155861e-05, 7.272827e-05
265, 0, 25.24973, -7.22725, 578.18, 1.660562e-05, -2.284949e-05, 3.200352e-05, 7.276374e-05
266, 0, 25.24973, -7.22725, 578.18, 1.67745e-05, -2.28154e-05, 3.243293e-05, 7.280103e-05
267, 0, 25.24973, -7.22725, 578.18, 1.693689e-05, -2.278321e-05, 3.284713e-05, 7.284019e-05
268, 0, 25.24973, -7.227251, 578.1801, 1.709291e-05, -2.275287e-05, 3.324646e-05, 7.288115e-05
269, 0, 25.24973, -7.227251, 578.1801, 1.72427e-05, -2.272431e-05, 3.363125e-05, 7.292372e-05
270, 0, 25.24973, -7.227252, 578.1801, 1.738641e-05, -2.269743e-05, 3.400187e-05, 7.296767e-05
271, 0, 25.24974, -7.227252, 578.1802, 1.75242e-05, -2.267214e-05, 3.435868e-05, 7.301274e-05
272, 0, 25.24974, -7.227252, 578.1802, 1.765628e-05, -2.264837e-05, 3.470226e-05, 7.305885e-05
273, 0, 25.24974, -7.227253, 578.1802, 1.778283e-05, -2.262604e-05, 3.503298e-05, 7.310577e-05
274, 0, 25.24974, -7.227253, 578.1802, 1.790402e-05, -2.260507e-05, 3.535124e-05, 7.315328e-05
275, 0, 25.24974, -7.227253, 578.1803, 1.802004e-05, -2.258539e-05, 3.565744e-05, 7.320123e-05
276, 0, 25.24974, -7.227254, 578.1803, 1.813106e-05, -2.256695e-05, 3.595194e-05, 7.32495e-05
277, 0, 25.24974, -7.227254, 578.1803, 1.823726e-05, -2.25497e-05, 3.623511e-05, 7.329801e-05
278, 0, 25.24974, -7.227254, 578.1803, 1.833881e-05, -2.253362e-05, 3.650728e-05, 7.334673e-05
279, 0, 25.24975, -7.227254, 578.1804, 1.843647e-05, -2.251816e-05, 3.677237e-05, 7.339279e-05
280, 0, 25.24975, -7.227255, 578.1804, 1.853699e-05, -2.249802e-05, 3.706956e-05, 7.340581e-05
281, 0, 25.24975, -7.227255, 578.1804, 1.863545e-05, -2.24805e-05, 3.736499e-05, 7.342514e-05
282, 0, 25.24975, -7.227255, 578.1804, 1.873069e-05, -2.246311e-05, 3.765566e-05, 7.343944e-05
283, 0, 25.24975, -7.227256, 578.1804, 1.882274e-05, -2.244698e-05, 3.794002e-05, 7.345558e-05
284, 0, 25.24975, -7.227256, 578.1805, 1.891099e-05, -2.243195e-05, 3.821493e-05, 7.34727e-05
285, 0, 25.24975, -7.227256, 578.1805, 1.899552e-05, -2.241805e-05, 3.848043e-05, 7.349154e-05
286, 0, 25.24975, -7.227256, 578.1805, 1.907632e-05, -2.240527e-05, 3.873592e-05, 7.351203e-05
287, 0, 25.24975, -7.227257, 578.1805, 1.915353e-05, -2.239352e-05, 3.898189e-05, 7.353395e-05
288, 0, 25.24975, -7.227257, 578.1805, 1.922735e-05, -2.238273e-05, 3.921874e-05, 7.355706e-05
289, 0, 25.24976, -7.227257, 578.1806, 1.929797e-05, -2.237282e-05, 3.944711e-05, 7.358108e-05
290, 0, 25.24976, -7.227257, 578.1806, 1.93656e-05, -2.236373e-05, 3.966754e-05, 7.360578e-05
291, 0, 25.24976, -7.227258, 578.1806, 1.943044e-05, -2.235539e-05, 3.988053e-05, 7.363098e-05
292, 0, 25.24976, -7.227258, 578.1806, 1.949266e-05, -2.234775e-05, 4.008651e-05, 7.365658e-05
293, 0, 25.24976, -7.227258, 578.1806, 1.955458e-05, -2.23405e-05, 4.029295e-05, 7.368165e-05
294, 0, 25.24976, -7.227258, 578.1807, 1.961415e-05, -2.233424e-05, 4.049237e-05, 7.370824e-05
295, 0, 25.24976, -7.227258, 578.1807, 1.967101e-05, -2.232853e-05, 4.068343e-05, 7.37349e-05
296, 0, 25.24976, -7.227259, 578.1807, 1.972517e-05, -2.232337e-05, 4.086606e-05, 7.376188e-05
297, 0, 25.24976, -7.227259, 578.1807, 1.977666e-05, -2.231868e-05, 4.104012e-05, 7.378902e-05
298, 0, 25.24976, -7.227259, 578.1807, 1.982556e-05, -2.231443e-05, 4.120587e-05, 7.381628e-05
299, 0, 25.24976, -7.227259, 578.1807, 1.9872e-05, -2.231058e-05, 4.136359e-05, 7.384367e-05
300, 0, 25.24976, -7.227259, 578.1807, 1.991611e-05, -2.23071e-05, 4.151364e-05, 7.387115e-05
301, 0, 25.24976, -7.22726, 578.1808, 1.995804e-05, -2.230397e-05, 4.165639e-05, 7.389872e-05
302, 0, 25.24976, -7.22726, 578.1808, 1.999789e-05, -2.230117e-05, 4.17922e-05, 7.392638e-05
303, 0, 25.24977, -7.22726, 578.1808, 2.003581e-05, -2.229867e-05, 4.192143e-05, 7.39541e-05
304, 0, 25.24977, -7.22726, 578.1808, 2.00719e-05, -2.229644e-05, 4.204439e-05, 7.398187e-05
305, 0, 25.24977, -7.22726, 578.1808, 2.010627e-05, -2.229448e-05, 4.216141e-05, 7.400967e-05
306, 0, 25.24977, -7.22726, 578.1808, 2.013901e-05, -2.229276e-05, 4.227277e-05, 7.403749e-05
307, 0, 25.24977, -7.22726, 578.1808, 2.017022e-05, -2.229127e-05, 4.237874e-05, 7.40653e-05
308, 0, 25.24977, -7.227261, 578.1809, 2.019998e-05, -2.228998e-05, 4.247958e-05, 7.409309e-05
309, 0, 25.24977, -7.227261, 578.1809, 2.022836e-05, -2.22889e-05, 4.257554e-05, 7.412083e-05
310, 0, 25.24977, -7.227261, 578.1809, 2.025545e-05, -2.2288e-05, 4.266686e-05, 7.414852e-05
311, 0, 25.24977, -7.227261, 578.1809, 2.02813e-05, -2.228728e-05, 4.275378e-05, 7.417615e-05
312, 0, 25.24977, -7.227261, 578.1809, 2.030599e-05, -2.228673e-05, 4.283651e-05, 7.420371e-05
313, 0, 25.24977, -7.227261, 578.1809, 2.032957e-05, -2.228635e-05, 4.291526e-05, 7.423118e-05
314, 0, 25.24977, -7.227261, 578.1809, 2.03521e-05, -2.228613e-05, 4.299025e-05, 7.425858e-05
315, 0, 25.24977, -7.227262, 578.1809, 2.037364e-05, -2.228606e-05, 4.306165e-05, 7.428589e-05
316, 0, 25.24977, -7.227262, 578.1809, 2.039422e-05, -2.228614e-05, 4.312966e-05, 7.431312e-05
317, 0, 25.24977, -7.227262, 578.1809, 2.041391e-05, -2.228638e-05, 4.319443e-05, 7.434026e-05
318, 0, 25.24977, -7.227262, 578.181, 2.043273e-05, -2.228676e-05, 4.325613e-05, 7.436733e-05
319, 0, 3441.279, -193.8928, 124091.4, 0.0007229442, 0.0005478865, 0.0002368353, -9.947298e-05
320, 0, 3356.778, -809.3713, 517997.6, 0.6228496, 0.1462585, 0.5476788, -0.9818007
321, 0, 3250.234, -671.8557, 429987.6, -0.09638187, 0.9632925, 0.5803453, -4.369887
322, 0, 3044.469, -598.38, 382963.2, 0.05713453, 0.5102794, -2.078078, 0.4855462
323, 0, 3043.675, -547.8843, 350646, -0.3470053, -0.2007479, -3.076654, 0.883776
324, 0, 3051.336, -516.112, 330311.7, -0.1168335, -0.4641685, -3.836112, 0.8673586
325, 0, 3065.722, -498.0881, 318776.4, -0.1390099, -0.5412431, -4.340711, 0.9307087
326, 0, 3079.584, -489.7897, 313465.4, -0.1202573, -0.5682032, -4.414066, 0.9818414
327, 0, 3093.73, -484.2644, 309929.2, -0.04749851, -0.5927359, -4.354609, 1.058881
328, 0, 3106.304, -480.8856, 307766.8, 0.0298317, -0.6111289, -4.175969, 1.162047
329, 0, 3116.999, -479.2745, 306735.7, 0.1027823, -0.6177966, -3.913079, 1.267
330, 0, 3125.573, -478.9682, 306539.6, 0.1564479, -0.6178718, -3.636292, 1.354272
331, 0, 3132.048, -479.5697, 306924.6, 0.190698, -0.6157123, -3.370163, 1.445039
332, 0, 3136.592, -480.6773, 307633.5, 0.2079637, -0.6098348, -3.146072, 1.522121
333, 0, 3140.146, -482.1458, 308573.3, 0.21056, -0.597681, -2.965899, 1.585072
334, 0, 3142.05, -483.8955, 309693.1, -0.267171, -0.9420141, -3.94872, 2.579595
335, 0, 3076.438, -518.3046, 331715, -3.89514, 5.223343, 26.20215, -27.76209
336, 0, -195816.2, 181008.5, 1.158454e+08, -21865.11, -23588.72, -592421.2, 478068.3
337, 0, -7489864, 1.197782e+07, 7.665806e+09, -693883.4, -931944, -2.995718e+07, 2.689681e+07
338, 0, -5.317717e+07, 9.46558e+07, 6.057971e+10, -3734635, -6242694, -1.470713e+08, 2.094158e+08
339, 0, -2.290097e+08, 3.418628e+08, 2.187922e+11, -1.877282e+07, -2.78808e+07, -4.830651e+08, 6.006106e+08
340, 0, -4.834621e+08, 6.936061e+08, 4.439079e+11, -3.896172e+07, -4.94101e+07, -6.326727e+08, 8.368554e+08
341, 0, -1.10759e+09, 1.241766e+09, 7.947303e+11, -8.168896e+07, -1.1166e+08, -1.099028e+09, 1.460659e+09
342, 0, -1.634863e+09, 1.727557e+09, 1.105636e+12, -1.11319e+08, -1.650853e+08, -1.651838e+09, 2.146084e+09
343, 0, -2.228974e+09, 2.276943e+09, 1.457244e+12, -1.548161e+08, -2.385779e+08, -2.099152e+09, 2.797649e+09
344, 0, -2.876064e+09, 3.022996e+09, 1.934718e+12, -1.884701e+08, -3.158501e+08, -2.496764e+09, 3.620915e+09
345, 0, -3.494713e+09, 3.627089e+09, 2.321337e+12, -2.257307e+08, -3.720003e+08, -2.901524e+09, 3.839796e+09
346, 0, -4.017822e+09, 4.274458e+09, 2.735653e+12, -2.509099e+08, -4.152358e+08, -3.061806e+09, 4.354658e+09
347, 0, -4.914215e+09, 5.056418e+09, 3.236108e+12, -3.06932e+08, -5.089515e+08, -3.700113e+09, 5.57548e+09
348, 0, -5.560498e+09, 5.697591e+09, 3.646459e+12, -3.279754e+08, -5.829711e+08, -3.782954e+09, 6.129808e+09
349, 0, -6.173778e+09, 6.393628e+09, 4.091922e+12, -3.696684e+08, -6.374833e+08, -4.296088e+09, 6.578649e+09
350, 0, -7.028048e+09, 7.184761e+09, 4.598247e+12, -4.241391e+08, -7.35761e+08, -4.896012e+09, 7.663022e+09
351, 0, -7.716407e+09, 7.867679e+09, 5.035315e+12, -4.720144e+08, -8.181923e+08, -5.271909e+09, 8.31691e+09
1, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 0, 0, 0, 0, 0, 0, 0
4, 0, 0, 0, 0, 0, 0, 0, 0
5, 0, 0, 0, 0, 0, 0, 0, 0
6, 0, 0, 0, 0, 0, 0, 0, 0
7, 0, 0, 0, 0, 0, 0, 0, 0
8, 0, 0, 0, 0, 0, 0, 0, 0
9, 0, 0, 0, 0, 0, 0, 0, 0
10, 0, 0, 0, 0, 0, 0, 0, 0
11, 0, 0, 0, 0, 0, 0, 0, 0
12, 0, 0, 0, 0, 0, 0, 0, 0
13, 0, 0, 0, 0, 0, 0, 0, 0
14, 0, 0, 0, 0, 0, 0, 0, 0
15, 0, 0, 0, 0, 0, 0, 0, 0
16, 0, 0, 0, 0, 0, 0, 0, 0
17, 0, 0, 0, 0, 0, 0, 0, 0
18, 0, 0, 0, 0, 0, 0, 0, 0
19, 0, 0, 0, 0, 0, 0, 0, 0
20, 0, 0, 0, 0, 0, 0, 0, 0
21, 0, 0, 0, 0, 0, 0, 0, 0
22, 0, 0, 0, 0, 0, 0, 0, 0
23, 0, 0, 0, 0, 0, 0, 0, 0
24, 0, 0, 0, 0, 0, 0, 0, 0
25, 0, 0, 0, 0, 0, 0, 0, 0
26, 0, 0, 0, 0, 0, 0, 0, 0
27, 0, 0, 0, 0, 0, 0, 0, 0
28, 0, 0, 0, 0, 0, 0, 0, 0
29, 0, 0, 0, 0, 0, 0, 0, 0
30, 0, 0, 0, 0, 0, 0, 0, 0
31, 0, 0, 0, 0, 0, 0, 0, 0
32, 0, 0, 0, 0, 0, 0, 0, 0
33, 0, 0, 0, 0, 0, 0, 0, 0
34, 0, 0, 0, 0, 0, 0, 0, 0
35, 0, 0, 0, 0, 0, 0, 0, 0
36, 0, 0, 0, 0, 0, 0, 0, 0
37, 0, 0, 0, 0, 0, 0, 0, 0
38, 0, 0, 0, 0, 0, 0, 0, 0
39, 0, 0, 0, 0, 0, 0, 0, 0
40, 0, 0, 0, 0, 0, 0, 0, 0
41, 0, 0, 0, 0, 0, 0, 0, 0
42, 0, 0, 0, 0, 0, 0, 0, 0
43, 0, 0, 0, 0, 0, 0, 0, 0
44, 0, 0, 0, 0, 0, 0, 0, 0
45, 0, 0, 0, 0, 0, 0, 0, 0
46, 0, 0, 0, 0, 0, 0, 0, 0
47, 0, 0, 0, 0, 0, 0, 0, 0
48, 0, 0, 0, 0, 0, 0, 0, 0
49, 0, 0, 0, 0, 0, 0, 0, 0
50, 0, 0, 0, 0, 0, 0, 0, 0
51, 0, 0, 0, 0, 0, 0, 0, 0
52, 0, 0, 0, 0, 0, 0, 0, 0
53, 0, 0, 0, 0, 0, 0, 0, 0
54, 0, 0, 0, 0, 0, 0, 0, 0
55, 0, 0, 0, 0, 0, 0, 0, 0
56, 0, 0, 0, 0, 0, 0, 0, 0
57, 0, 0, 0, 0, 0, 0, 0, 0
58, 0, 0, 0, 0, 0, 0, 0, 0
59, 0, 0, 0, 0, 0, 0, 0, 0
60, 0, 0, 0, 0, 0, 0, 0, 0
61, 0, 0, 0, 0, 0, 0, 0, 0
62, 0, 0, 0, 0, 0, 0, 0, 0
63, 0, 0, 0, 0, 0, 0, 0, 0
64, 0, 0, 0, 0, 0, 0, 0, 0
65, 0, 0, 0, 0, 0, 0, 0, 0
66, 0, 0, 0, 0, 0, 0, 0, 0
67, 0, 0, 0, 0, 0, 0, 0, 0
68, 0, 0, 0, 0, 0, 0, 0, 0
69, 0, 0, 0, 0, 0, 0, 0, 0
70, 0, 0, 0, 0, 0, 0, 0, 0
71, 0, 0, 0, 0, 0, 0, 0, 0
72, 0, 0, 0, 0, 0, 0, 0, 0
73, 0, 0, 0, 0, 0, 0, 0, 0
74, 0, 0, 0, 0, 0, 0, 0, 0
75, 0, 0, 0, 0, 0, 0, 0, 0
76, 0, 0, 0, 0, 0, 0, 0, 0
77, 0, 0, 0, 0, 0, 0, 0, 0
78, 0, 0, 0, 0, 0, 0, 0, 0
79, 0, 0, 0, 0, 0, 0, 0, 0
80, 0, 0, 0, 0, 0, 0, 0, 0
81, 0, 0, 0, 0, 0, 0, 0, 0
82, 0, 0, 0, 0, 0, 0, 0, 0
83, 0, 0, 0, 0, 0, 0, 0, 0
84, 0, 0, 0, 0, 0, 0, 0, 0
85, 0, 0, 0, 0, 0, 0, 0, 0
86, 0, 0, 0, 0, 0, 0, 0, 0
87, 0, 0, 0, 0, 0, 0, 0, 0
88, 0, 0, 0, 0, 0, 0, 0, 0
89, 0, 0, 0, 0, 0, 0, 0, 0
90, 0, 0, 0, 0, 0, 0, 0, 0
91, 0, 0, 0, 0, 0, 0, 0, 0
92, 0, 0, 0, 0, 0, 0, 0, 0
93, 0, 0, 0, 0, 0, 0, 0, 0
94, 0, 0, 0, 0, 0, 0, 0, 0
95, 0, 0, 0, 0, 0, 0, 0, 0
96, 0, 0, 0, 0, 0, 0, 0, 0
97, 0, 0, 0, 0, 0, 0, 0, 0
98, 0, 0, 0, 0, 0, 0, 0, 0
99, 0, 0, 0, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0, 0, 0, 0
101, 0, 0, 0, 0, 0, 0, 0, 0
102, 0, 0, 0, 0, 0, 0, 0, 0
103, 0, 0, 0, 0, 0, 0, 0, 0
104, 0, 0, 0, 0, 0, 0, 0, 0
105, 0, 0, 0, 0, 0, 0, 0, 0
106, 0, 0, 0, 0, 0, 0, 0, 0
107, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, -34.3059, 144.0922, 92219, -0.001642007, -0.001794217, 0.002855259, -0.004011904
2, 0, -185.4252, 148.0736, 94767.08, 0.004013268, -0.001166846, 0.01891569, -0.006228944
3, 0, -356.9473, 162.8042, 104194.7, -0.01615949, -0.1186072, -0.5406124, 0.6305866
4, 0, -365.1764, 119.8096, 76678.17, -0.3760778, -0.1774472, -2.011414, 1.131164
5, 0, 216.5135, -65.01532, 41609.8, -0.243551, -0.171089, -0.9639844, 0.6753189
6, 0, 681.0731, -187.6787, 120114.4, -0.5080631, -0.4498895, -1.666419, 1.345836
7, 0, 1219.196, -320.7943, 205308.3, -0.5840269, -0.2725375, -1.463682, 0.6040522
8, 0, 1768.437, -441.3395, 282457.3, -0.2909325, 0.04072361, -0.1455888, -0.5151641
9, 0, 2244.085, -514.8247, 329487.8, 0.233262, 0.2142286, 2.230762, -1.659524
10, 0, 2745.52, -582.3192, 372684.3, 0.2179773, 0.2103095, 2.703407, -1.848207
11, 0, 3308.003, -654.5287, 418898.3, 0.1796239, 0.2114226, 2.913765, -2.007375
12, 0, 3245.829, -663.2123, 424455.9, 0.07609884, 0.1438064, 2.652134, -1.903698
13, 0, 3203.964, -662.6858, 424118.9, -0.004903129, 0.0979193, 2.385465, -1.811261
14, 0, 3178.712, -658.9013, 421696.8, -0.006994919, 0.07829695, 2.102446, -1.835528
15, 0, 3165.602, -653.5567, 418276.3, -0.01636062, 0.0539582, 1.786894, -1.835328
16, 0, 3160.827, -648.3637, 414952.8, -0.05981507, -0.00828539, 1.257458, -1.573974
17, 0, 3148.084, -643.5469, 411870, -3.922734, -2.884941, -8.631092, 6.295709
18, 0, 2643.441, -537.406, 343939.9, -93.65329, -15.89458, -657.7836, 198.5887
19, 0, -572954.5, 674351.8, 4.315851e+08, -69084.81, -72371.25, -2238833, 1863858
20, 0, -6114483, 7062355, 4.519907e+09, -746561.3, -778192.2, -2.356204e+07, 2.162802e+07
21, 0, -8899035, 9765062, 6.249639e+09, -1031588, -1076577, -3.471124e+07, 3.506245e+07
22, 0, -5.393871e+07, 7.674054e+07, 4.911394e+10, -2780322, -3059014, -3.745663e+07, 4.651238e+07
23, 0, -1.629525e+08, 1.872565e+08, 1.198442e+11, 2129045, -3621650, 6.859355e+07, 3.164526e+07
24, 0, -4.097832e+08, 3.297411e+08, 2.110343e+11, -1.339654e+07, 5934736, -2.925973e+08, 3.556803e+07
25, 0, -7.173795e+08, 5.609567e+08, 3.590123e+11, -5025585, 1.139629e+07, -2.538803e+08, -2.364647e+07
26, 0, -9.794845e+08, 7.832481e+08, 5.012788e+11, 2030775, -6170339, -2.108291e+08, 2.811199e+08
27, 0, -1.517186e+09, 1.222115e+09, 7.821536e+11, 1.04765e+07, 1.0427e+07, -9.909563e+07, 4.864335e+07
28, 0, -2.007666e+09, 1.690215e+09, 1.081737e+12, 2.958543e+07, -1.66696e+07, 1.045378e+08, 5.440547e+08
29, 0, -2.651482e+09, 2.243995e+09, 1.436157e+12, 3.933942e+07, 3317611, 2.710058e+08, 1.32444e+08
30, 0, -3.186087e+09, 2.761878e+09, 1.767602e+12, 5.550764e+07, 4.175752e+07, 5.539492e+08, 7.503309e+07
31, 0, -4.102676e+09, 3.497983e+09, 2.238709e+12, 9.509385e+07, 2.118577e+07, 9.647748e+08, 7.016516e+08
32, 0, -4.857316e+09, 4.099025e+09, 2.623376e+12, 1.154238e+08, -7650614, 6.501887e+08, 1.121895e+09
33, 0, -5.332737e+09, 4.571145e+09, 2.925533e+12, 1.052263e+08, 4.259077e+07, 4.006204e+08, 1.396241e+08
34, 0, -6.491991e+09, 5.294116e+09, 3.388234e+12, 1.672613e+08, 1.648609e+07, 1.308212e+09, 7.712467e+08
35, 0, -7.200999e+09, 5.87038e+09, 3.757043e+12, 1.980148e+08, 3831552, 1.278185e+09, 9.893549e+08
36, 0, -7.6708e+09, 6.352598e+09, 4.065663e+12, 1.582698e+08, 4.038297e+07, 5.731505e+08, 5.61053e+08
37, 0, -7.715406e+09, 6.630138e+09, 4.243288e+12, 2.355875e+08, -1.197115e+08, 1.616367e+09, 2.241942e+09
38, 0, -8.93549e+09, 7.331059e+09, 4.691878e+12, 2.054363e+08, -1.116583e+07, 1.069363e+09, 8.101911e+08
39, 0, -8.172234e+09, 7.296179e+09, 4.669554e+12, 1.517653e+08, -3.222928e+07, 5.280208e+08, 1.139821e+09
40, 0, -7.86247e+09, 7.548369e+09, 4.830956e+12, 1.949853e+08, -9.667244e+07, 6.483271e+08, 1.76303e+09
41, 0, -8.030817e+09, 8.003652e+09, 5.122337e+12, -9178170, -6.328951e+07, -1.543971e+09, 1.789772e+09
42, 0, -8.943267e+09, 8.711544e+09, 5.575388e+12, 1.400599e+08, -4.024246e+07, 2.376358e+08, 1.353224e+09
43, 0, -9.209105e+09, 9.198396e+09, 5.886973e+12, -2.497122e+07, -1.795533e+08, -7.64845e+08, 2.139008e+09
44, 0, -9.820873e+09, 1.000573e+10, 6.403667e+12, -1.482009e+08, -2.86359e+08, -1.672851e+09, 3.133806e+09
45, 0, -1.190967e+10, 1.12598e+10, 7.206271e+12, 2.988274e+08, -1.792218e+08, 1.979469e+09, 1.654615e+09
46, 0, -1.254154e+10, 1.196909e+10, 7.660221e+12, 2.818262e+08, -2.180156e+08, 1.821182e+09, 1.91277e+09
47, 0, -1.296528e+10, 1.243186e+10, 7.956389e+12, 1.548321e+08, -3.378656e+08, 1.563928e+08, 3.476533e+09
48, 0, -1.498951e+10, 1.39143e+10, 8.905153e+12, -4.045709e+07, -3.138643e+08, -2.1072e+09, 4.799462e+09
49, 0, -1.675007e+10, 1.491764e+10, 9.547288e+12, 6.543757e+08, 8.030173e+07, 3.505669e+09, 1.587107e+09
50, 0, -1.440827e+10, 1.427504e+10, 9.136023e+12, -2.521902e+08, -5.492759e+08, -2.787079e+09, 6.309723e+09
51, 0, -2.002167e+10, 1.607133e+10, 1.028565e+13, 7.318403e+08, -8.768944e+07, 5.240907e+09, 2.168531e+09
52, 0, -1.685094e+10, 1.440735e+10, 9.220704e+12, 2.902328e+08, -3.981495e+08, 2.68114e+09, 3.348575e+09
53, 0, -2.00745e+10, 1.581766e+10, 1.01233e+13, 1.106433e+09, -6.08242e+07, 8.21102e+09, 8.310887e+08
54, 0, -1.554513e+10, 1.375691e+10, 8.804421e+12, 1.531095e+08, -6.982998e+08, 3.996671e+09, 3.157547e+09
55, 0, -1.983184e+10, 1.598901e+10, 1.023297e+13, 1.808401e+09, 5.354645e+07, 1.451997e+10, -2.193645e+09
56, 0, -1.98069e+10, 1.570636e+10, 1.005207e+13, 6.430268e+08, -5.232747e+08, 4.996404e+09, 3.831603e+09
57, 0, -2.043005e+10, 1.699372e+10, 1.087598e+13, 1.631547e+09, -1.576677e+08, 1.356612e+10, 1.600365e+09
58, 0, -2.019495e+10, 1.723076e+10, 1.102769e+13, 1.134095e+09, -4.706158e+08, 9.453712e+09, 6.775286e+09
59, 0, -1.883936e+10, 1.783285e+10, 1.141302e+13, 1.528136e+09, -1.866531e+08, 1.366421e+10, 3.494421e+09
60, 0, -2.041952e+10, 1.871694e+10, 1.197884e+13, 1.111125e+09, -3.023054e+08, 9.848933e+09, 5.453625e+09
61, 0, -2.057163e+10, 1.95928e+10, 1.253939e+13, 1.267352e+09, -2.690202e+08, 1.281055e+10, 3.448081e+09
62, 0, -2.073058e+10, 2.003037e+10, 1.281943e+13, 1.086052e+09, -4.135252e+08, 1.127985e+10, 3.899113e+09
63, 0, -2.208866e+10, 2.150661e+10, 1.376423e+13, 1.144046e+09, -7.379845e+08, 1.27961e+10, 5.14346e+09
64, 0, -2.096856e+10, 2.194431e+10, 1.404436e+13, 7.836336e+08, -9.325695e+08, 1.183586e+10, 6.006323e+09
65, 0, -2.379568e+10, 2.426113e+10, 1.552712e+13, 1.079311e+09, -7.098492e+08, 1.513432e+10, 4.562775e+09
66, 0, -2.430428e+10, 2.503712e+10, 1.602376e+13, 9.326355e+08, -6.720852e+08, 1.414746e+10, 5.189247e+09
67, 0, -2.529112e+10, 2.635344e+10, 1.68662e+13, 9.928419e+08, -7.149695e+08, 1.550879e+10, 3.882443e+09
